#str         Henry coeff (mol/kg/Pa)          error (mol/kg/Pa)   
644        5.07741e-05       5.67159e-07
645        5.02468e-05       1.13393e-06
646        5.0234e-05       6.19449e-07
647        4.13708e-05       6.84504e-07
648        4.30833e-05       2.99565e-07
649        4.98346e-05       8.43878e-07
650        6.91412e-05       1.86521e-06
651        6.70954e-05       6.2741e-07
652        6.98646e-05       7.55474e-07
653        6.82356e-05       6.74301e-07
654        6.5825e-05       7.62764e-07
655        7.55694e-05       1.13917e-06
656        6.11301e-05       1.11276e-06
657        6.3214e-05       8.54822e-07
658        6.75751e-05       1.79311e-06
659        6.02566e-05       1.00392e-06
660        5.91172e-05       6.76026e-07
661        6.84878e-05       1.32621e-06
662        6.58176e-05       1.11292e-06
663        6.32695e-05       1.11528e-06
664        7.34706e-05       2.49374e-06
665        7.04834e-05       1.01846e-06
666        6.25636e-05       6.7108e-07
667        7.10488e-05       6.67898e-07
668        7.58556e-05       5.03742e-07
669        6.36211e-05       6.102e-07
670        6.71019e-05       1.86151e-06
671        6.3665e-05       1.96274e-06
672        6.58181e-05       1.45542e-06
673        5.8607e-05       3.28694e-07
674        6.33654e-05       9.50064e-07
675        6.66283e-05       7.4352e-07
676        6.73401e-05       9.36273e-07
677        6.36923e-05       1.39744e-06
678        6.78422e-05       1.21655e-06
679        5.6661e-05       1.30598e-06
680        7.22255e-05       1.25685e-06
681        7.13522e-05       1.13387e-06
682        7.19422e-05       1.52354e-06
683        6.15436e-05       7.84512e-07
684        6.7754e-05       7.10658e-07
685        6.64832e-05       9.30728e-07
686        6.50339e-05       7.23975e-07
687        7.2185e-05       1.59983e-06
688        6.99221e-05       8.49058e-07
689        6.19684e-05       3.49255e-07
690        6.86376e-05       8.1329e-07
691        6.0644e-05       6.53059e-07
692        6.47106e-05       1.21844e-06
693        6.42634e-05       6.90104e-07
694        7.68536e-05       1.957e-06
695        6.34728e-05       1.5883e-06
696        7.41765e-05       9.14338e-07
697        6.21449e-05       8.83459e-07
698        6.55899e-05       1.66815e-06
699        6.7698e-05       5.25221e-07
700        9.08307e-05       1.51213e-06
701        8.57889e-05       2.32691e-06
702        8.48995e-05       1.95792e-06
703        8.83835e-05       1.31055e-06
704        8.87717e-05       1.82897e-06
705        9.59006e-05       2.21606e-06
706        8.52868e-05       5.6259e-07
707        9.78547e-05       1.53073e-06
708        9.62638e-05       3.17358e-06
709        8.59235e-05       6.81972e-07
710        8.10142e-05       1.69797e-06
711        9.48529e-05       9.64461e-07
712        8.62973e-05       1.18901e-06
713        9.51821e-05       1.38782e-06
714        9.79933e-05       2.67733e-06
715        9.41763e-05       9.23446e-07
716        8.47531e-05       1.10148e-06
717        9.05459e-05       2.18414e-06
718        8.43294e-05       1.00417e-06
719        9.14366e-05       8.49352e-07
720        8.49738e-05       7.52375e-07
721        8.98378e-05       9.17604e-07
722        8.64161e-05       1.17901e-06
723        8.68908e-05       8.12076e-07
724        8.51914e-05       9.51369e-07
725        9.08955e-05       9.78071e-07
726        9.15382e-05       2.03909e-06
727        8.44885e-05       1.9899e-06
728        9.72984e-05       2.29594e-06
729        8.93727e-05       1.00293e-06
730        9.06263e-05       1.09044e-06
731        9.0184e-05       1.58671e-06
732        9.33704e-05       1.46025e-06
733        8.44928e-05       5.39023e-07
734        8.15816e-05       1.63087e-06
735        9.22794e-05       1.38747e-06
736        9.80805e-05       1.97345e-06
737        8.95079e-05       1.72656e-06
738        8.75471e-05       1.00233e-06
739        7.755e-05       8.06409e-07
740        8.6589e-05       1.78934e-06
741        9.35157e-05       1.38945e-06
742        9.11045e-05       9.92703e-07
743        8.61938e-05       2.6011e-06
744        8.79506e-05       7.38506e-07
745        9.23071e-05       2.2547e-07
746        8.54934e-05       8.77834e-07
747        8.95585e-05       1.07459e-06
748        9.70504e-05       1.28733e-06
749        9.1294e-05       8.06209e-07
750        0.000102618       1.5642e-06
751        0.000108852       1.08304e-06
752        0.000116209       3.02461e-06
753        0.000116646       9.44231e-07
754        0.000122119       1.59909e-06
755        0.000110357       2.12763e-06
756        0.000119656       1.51682e-06
757        0.000116607       2.47431e-06
758        0.000116794       1.57839e-06
759        0.000127381       1.35584e-06
760        0.000122336       1.85541e-06
761        0.000117781       2.80428e-06
762        0.000110365       1.00871e-06
763        0.000119093       1.58894e-06
764        0.000119839       1.69918e-06
765        0.000109973       8.6413e-07
766        0.00012772       3.30527e-06
767        0.000126459       2.56925e-06
768        0.00012001       1.62004e-06
769        0.000116602       1.22191e-06
770        0.000121428       1.77084e-06
771        0.000127027       2.25236e-06
772        0.000116981       1.64877e-06
773        0.000122736       7.67084e-07
774        0.000121746       1.06901e-06
775        0.000113821       1.78944e-06
776        0.000116325       2.83279e-06
777        0.000113157       1.33356e-06
778        0.000112735       1.31296e-06
779        0.000122082       1.85132e-06
780        0.000116075       1.52145e-06
781        0.000128574       9.75691e-07
782        0.000118471       1.87995e-06
783        0.000101904       1.74311e-06
784        0.000106026       2.07898e-06
785        0.000119923       1.03381e-06
786        0.000121512       1.24882e-06
787        0.000117563       2.80036e-06
788        0.000115169       1.16216e-06
789        0.000111475       3.70173e-06
790        0.000119073       2.50203e-06
791        0.000134366       3.89382e-06
792        0.000117749       1.51867e-06
793        0.000112111       1.57908e-06
794        0.000108868       1.43567e-06
795        0.000125706       1.93662e-06
796        0.000133477       2.15793e-06
797        0.000128408       2.41805e-06
798        0.000127131       3.04183e-06
799        0.000118912       1.73089e-06
800        0.000154011       1.45904e-06
801        0.00015091       3.67537e-06
802        0.000163687       3.38652e-06
803        0.000132875       3.94379e-06
804        0.000162068       8.79526e-07
805        0.000141021       2.02577e-06
806        0.000152508       1.1695e-06
807        0.000156056       3.27283e-06
808        0.000155816       1.32956e-06
809        0.000170983       9.46391e-06
810        0.000143577       1.71473e-06
